trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
546,False,"{'a': 0.5, 'e': 0.5860832360578866}",25,0,-11.778939967460705,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.5846806257420358}",25,0,17.85950026658141,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
548,False,"{'a': 0.5, 'e': 0.5832762655359768}",25,0,-126.93540153072676,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
549,False,"{'a': 0.5, 'e': 0.581870159642818}",25,0,-23.478277243690112,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.5804623122708926}",25,11,-12.811043740054243,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.5790527276337463}",30,0,-51.2417621532345,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
552,False,"{'a': 0.5, 'e': 0.5776414099501236}",20,0,-50.96359461227484,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
553,False,"{'a': 0.5, 'e': 0.5762283634439562}",30,0,-87.45018244195364,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
554,False,"{'a': 0.5, 'e': 0.5748135923443501}",35,24,20.292753464491817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.5733971008855725}",30,0,-109.67056336661766,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
556,False,"{'a': 0.5, 'e': 0.5719788933070397}",30,18,-73.38282727682163,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
557,False,"{'a': 0.5, 'e': 0.570558973853304}",25,13,-12.320021480143593,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.5691373467740414}",35,0,-135.87814944735507,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",1
559,False,"{'a': 0.5, 'e': 0.5677140163240384}",20,0,-61.379761268205066,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
560,False,"{'a': 0.5, 'e': 0.5662889867631797}",25,5,-25.713941527081523,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.5648622623564354}",20,0,-62.55520349338781,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
562,False,"{'a': 0.5, 'e': 0.5634338473738476}",25,0,-99.12763990688232,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
563,False,"{'a': 0.5, 'e': 0.5620037460905186}",30,0,-0.5926885335814425,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.5605719627865975}",20,8,-33.606842348856325,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
565,False,"{'a': 0.5, 'e': 0.5591385017472673}",25,6,-53.23241190155721,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
566,False,"{'a': 0.5, 'e': 0.5577033672627327}",25,3,-101.49478753500007,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
567,False,"{'a': 0.5, 'e': 0.5562665636282065}",35,18,-47.831550866531956,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
568,False,"{'a': 0.5, 'e': 0.5548280951438972}",20,0,13.963669156094124,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.5533879661149962}",20,0,-6.089958940427243,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
570,False,"{'a': 0.5, 'e': 0.5519461808516644}",30,11,-23.347880756839892,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.5505027436690199}",25,0,-64.79290099739225,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.5490576588871248}",20,0,-43.93499182357868,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
573,False,"{'a': 0.5, 'e': 0.5476109308309723}",30,18,25.074452036276938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.5461625638304737}",20,6,-34.737689257633726,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.5447125622204455}",20,0,-24.360440887350535,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
576,False,"{'a': 0.5, 'e': 0.5432609303405964}",20,0,0.4548726303838073,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.5418076725355144}",20,9,-35.93522007274865,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
578,False,"{'a': 0.5, 'e': 0.5403527931546538}",25,1,-25.185177874178752,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.5388962965523217}",30,8,-83.53070128901057,"{0: 16, 1: 1, 2: 1, 3: 3, 4: 1}",1
580,False,"{'a': 0.5, 'e': 0.5374381870876661}",25,0,-89.70362670233142,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
581,False,"{'a': 0.5, 'e': 0.5359784691246614}",20,6,-27.272349954470798,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.5, 'e': 0.5345171470320966}",20,8,-10.98065758877738,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.5330542251835615}",30,15,1.5338228030958017,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.5315897079574339}",20,0,-58.10442710941596,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
585,False,"{'a': 0.5, 'e': 0.530123599736866}",25,14,8.821413316527066,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.5286559049097721}",30,0,-53.404433376147566,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
587,False,"{'a': 0.5, 'e': 0.5271866278688151}",30,20,-5.594136527046422,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.5257157730113929}",25,0,-150.54837900750803,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 3}",0
589,False,"{'a': 0.5, 'e': 0.5242433447396263}",20,10,-16.388062438772874,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.5227693474603444}",30,1,-7.5180804709611895,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.5212937855850728}",35,13,-52.01902843269777,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
592,False,"{'a': 0.5, 'e': 0.5198166635300193}",20,0,-9.403335207927531,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.5183379857160617}",20,10,-44.007227456414974,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.5168577565687335}",20,0,-134.36199938911437,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
595,False,"{'a': 0.5, 'e': 0.5153759805182114}",20,0,-28.006028922783628,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
596,False,"{'a': 0.5, 'e': 0.5138926619993021}",30,0,-142.3331220374802,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
597,False,"{'a': 0.5, 'e': 0.5124078054514282}",20,0,-34.952634442398185,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
598,False,"{'a': 0.5, 'e': 0.5109214153186158}",20,6,2.281933282341777,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.509433496049481}",25,0,-78.17709591587142,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
600,False,"{'a': 0.5, 'e': 0.507944052097216}",25,0,-47.1208780780998,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
601,False,"{'a': 0.5, 'e': 0.5064530879195767}",25,11,-61.9760485034113,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.5049606079788685}",35,0,-126.90888121309581,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 3}",0
603,False,"{'a': 0.5, 'e': 0.5034666167419338}",20,10,-7.505239327665075,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.5019711186801376}",20,7,-54.55673134816393,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
605,False,"{'a': 0.5, 'e': 0.500474118269355}",20,8,-63.76406682607646,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.4989756199899574}",25,0,-128.44983285269902,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
607,False,"{'a': 0.5, 'e': 0.49747562832679915}",20,0,-89.56804124446334,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
608,False,"{'a': 0.5, 'e': 0.49597414776920445}",25,13,-2.6066037885053834,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.4944711828109529}",20,0,-75.05419563093626,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
610,False,"{'a': 0.5, 'e': 0.49296673795026746}",20,15,-14.605279072605954,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.4914608176898}",35,20,-80.12240335005016,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
612,False,"{'a': 0.5, 'e': 0.48995342653661805}",20,0,-11.342780651418114,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
613,False,"{'a': 0.5, 'e': 0.48844456900219163}",25,0,12.252420875000777,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.4869342496023792}",25,14,-40.23041402073323,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
615,False,"{'a': 0.5, 'e': 0.48542247285741463}",25,0,-70.39258706053667,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
616,False,"{'a': 0.5, 'e': 0.48390924329189333}",20,6,0.48339260409365026,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.48239456543475906}",20,8,-14.732709194612799,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.48087844381928996}",20,0,22.284929265534753,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.5, 'e': 0.4793608829830853}",20,8,12.429639272146407,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.47784188746805184}",20,2,-23.695978245230176,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.47632146182039004}",25,1,-21.403263403698322,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.4747996105905807}",20,14,6.002218512877896,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.4732763383333712}",20,3,-16.658986683424093,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.471751649607762}",20,0,-99.0464466443628,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
625,False,"{'a': 0.5, 'e': 0.47022554897699287}",20,16,7.815926753457753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.4686980410085292}",35,11,-55.552773043551056,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
627,False,"{'a': 0.5, 'e': 0.4671691302740484}",30,0,-94.10166473239079,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
628,False,"{'a': 0.5, 'e': 0.46563882134942636}",20,0,-30.434898677934175,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.4641071188147235}",25,15,-58.25869088101784,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
630,False,"{'a': 0.5, 'e': 0.4625740272541711}",20,9,-39.47338937343355,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.4610395512561579}",20,8,-83.23952574212268,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 1}",1
632,False,"{'a': 0.5, 'e': 0.45950369541321606}",25,2,-4.32992223461773,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.45796646432200705}",20,0,-74.67690299686302,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
634,False,"{'a': 0.5, 'e': 0.4564278625833088}",30,0,5.845547239527949,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.4548878948020013}",20,11,3.113046332123993,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.45334656558705305}",20,0,-91.11965549063153,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
637,False,"{'a': 0.5, 'e': 0.451803879551507}",20,9,8.719695940934095,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.45025984131246716}",20,0,-8.014870397499665,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.4487144554910843}",25,0,-21.037701788630564,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
640,False,"{'a': 0.5, 'e': 0.44716772671254257}",20,0,-108.91487184667055,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
641,False,"{'a': 0.5, 'e': 0.4456196596060453}",30,0,-18.13993778428086,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
642,False,"{'a': 0.5, 'e': 0.4440702588048015}",30,12,-83.1894763416122,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
643,False,"{'a': 0.5, 'e': 0.4425195289460116}",20,0,-93.88223893831794,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
644,False,"{'a': 0.5, 'e': 0.4409674746708538}",25,0,16.321249549500777,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.4394141006244702}",35,2,-16.450171747919278,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.43785941145595286}",25,11,24.485346231457264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.4363034118183299}",30,0,-33.96833887788346,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.43474610636855127}",20,0,-30.553141391987847,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.43318749976747545}",20,0,30.28846568785431,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.5, 'e': 0.43162759667985495}",20,0,10.11894445530934,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.43006640177432254}",25,11,-27.008150481035248,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.42850391972337726}",20,0,-42.211847371847206,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
653,False,"{'a': 0.5, 'e': 0.42694015520337053}",25,0,-16.060384238120157,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
654,False,"{'a': 0.5, 'e': 0.4253751128944919}",25,0,2.433700402739066,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
655,False,"{'a': 0.5, 'e': 0.42380879748075573}",25,3,-113.52138586330464,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 2}",1
656,False,"{'a': 0.5, 'e': 0.4222412136499857}",25,8,-34.4277316634042,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.42067236609380243}",20,0,-6.418393203025637,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
658,False,"{'a': 0.5, 'e': 0.41910225950760877}",25,14,3.8649956903790748,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.41753089859057546}",20,0,-15.921305599631548,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.4159582880456274}",25,0,-53.36746546308251,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.4143844325794296}",30,12,7.912290411650978,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.4128093369023728}",30,13,-4.309628568099729,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.41123300572855975}",30,9,14.021231225843351,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.40965544377579083}",20,9,-1.9108125750528164,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.40807665576555}",20,3,10.684146032559324,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.40649664642299077}",20,0,-14.398594409266025,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
667,False,"{'a': 0.5, 'e': 0.40491542047692186}",20,9,12.344732115647538,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.4033329826597932}",25,19,12.09419810668215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.40174933770768195}",25,15,7.380232372110511,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.4001644903602777}",25,2,-16.783631291180033,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.3985784453608689}",25,20,9.658330065712196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.39699120745632854}",25,0,-65.83149897412908,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
673,False,"{'a': 0.5, 'e': 0.3954027813970997}",20,7,22.623235182276943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.3938131719371816}",20,3,-31.026381544170597,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.3922223838341152}",20,0,-29.772831438664113,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
676,False,"{'a': 0.5, 'e': 0.3906304218489689}",20,2,-18.46305634556843,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.3890372907463247}",35,4,-41.26682880660954,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 1}",1
678,False,"{'a': 0.5, 'e': 0.38744299529426346}",30,13,-33.7306408537997,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
679,False,"{'a': 0.5, 'e': 0.385847540264351}",30,17,-4.558748214709199,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.384250930431623}",20,3,-47.96453646336683,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
681,False,"{'a': 0.5, 'e': 0.3826531705745722}",35,19,-6.11042218708268,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.3810542654751329}",20,10,-21.876530274447912,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.3794542199186668}",30,16,16.520509752200038,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.37785303869394915}",30,22,3.867329075497288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.37625072659315406}",20,10,6.474301944986199,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.37464728841184025}",30,0,-140.6633154700935,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
687,False,"{'a': 0.5, 'e': 0.37304272894893653}",20,10,-27.611689064570413,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
688,False,"{'a': 0.5, 'e': 0.37143705300672786}",30,0,-5.90811244899075,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
689,False,"{'a': 0.5, 'e': 0.3698302653908405}",25,0,-71.68165289029618,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
690,False,"{'a': 0.5, 'e': 0.3682223709102279}",25,13,-10.53220985573596,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.36661337437715624}",20,0,-22.176250540255992,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
692,False,"{'a': 0.5, 'e': 0.3650032806071901}",30,20,7.602098587618747,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.36339209441917786}",30,0,-16.755667692558564,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
694,False,"{'a': 0.5, 'e': 0.36177982063523756}",20,0,-8.066797318261239,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
695,False,"{'a': 0.5, 'e': 0.36016646408074204}",30,13,-4.502409615111076,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.3585520295843051}",20,0,-2.8122302209021335,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
697,False,"{'a': 0.5, 'e': 0.3569365219777664}",25,6,-3.055002729037228,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.3553199460961775}",25,0,-51.64911098986734,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
699,False,"{'a': 0.5, 'e': 0.35370230677778725}",25,0,-36.706888400757805,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
700,False,"{'a': 0.5, 'e': 0.35208360886402695}",20,14,1.9347893282371065,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.3504638571994966}",20,9,-15.442048589294004,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.3488430566319496}",30,18,14.678163781281848,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.34722121201227896}",25,9,-2.0146991276413866,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.3455983281945019}",25,7,17.15075845710012,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.3439744100357464}",20,0,-42.68741295090952,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
706,False,"{'a': 0.5, 'e': 0.3423494623962358}",30,10,24.424179146369173,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.34072349013927483}",25,2,-23.613934008783737,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.3390964981312345}",20,0,-3.326686738412234,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
709,False,"{'a': 0.5, 'e': 0.337468491241538}",20,10,-58.7925408665612,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
710,False,"{'a': 0.5, 'e': 0.335839474342646}",20,2,-31.30222965248984,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.33420945231004195}",20,12,-26.559232090533275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
712,False,"{'a': 0.5, 'e': 0.33257843002221754}",30,12,-75.60254075616618,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
713,False,"{'a': 0.5, 'e': 0.3309464123606582}",20,14,10.172015587960544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.3293134042098283}",20,0,-25.2808852521793,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.32767941045715676}",25,11,-1.037167461428203,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.32604443599302224}",35,12,-109.3832524188565,"{0: 14, 1: 0, 2: 5, 3: 4, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.32440848571073866}",30,8,-35.86548401515056,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
718,False,"{'a': 0.5, 'e': 0.3227715645065403}",20,8,18.3455378370242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.32113367727956754}",20,15,-2.0573387701014054,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.3194948289318517}",20,12,1.8743055580649777,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.3178550243683009}",20,2,14.985829840964037,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.3162142684966848}",25,9,18.18343833083782,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.3145725662276207}",25,6,-26.516911246833303,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
724,False,"{'a': 0.5, 'e': 0.31292992247455786}",20,0,-37.08903772854582,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.3112863421537637}",25,11,-3.652065233984114,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.3096418301843084}",20,2,8.24789513328518,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.30799639148805097}",20,9,12.126869057606983,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.3063500309896231}",25,3,33.359587283935895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.30470275361641613}",20,10,-21.29238562490449,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
